subject,id,task,num,severity,flags,question
jit,397,slides,387,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】大域的（たいいきてき） の意味として最も適切なものはどれか。"
jit,398,slides,388,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】ポータブルオーディオ（portable audio） の意味として最も適切なものはどれか。"
jit,399,slides,389,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】局所的（きょくしょてき） の意味として最も適切なものはどれか。"
jit,400,slides,390,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】攻撃（こうげき） の意味として最も適切なものはどれか。"
jit,409,slides,399,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】人工言語（じんこうげんご） の意味として最も適切なものはどれか。"
jit,410,slides,400,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】本質的な（ほんしつてきな） の意味として最も適切なものはどれか。"
jit,411,slides,401,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】IP アドレス（IP address） の意味として最も適切なものはどれか。"
jit,412,slides,402,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】無償奉仕（むしょうほうし） の意味として最も適切なものはどれか。"
jit,413,slides,403,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】サブネットマスク（subnet mask） の意味として最も適切なものはどれか。"
jit,414,slides,404,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】大幅に（おおはばに） の意味として最も適切なものはどれか。"
jit,415,slides,405,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】物理層（ぶつりそう） の意味として最も適切なものはどれか。"
jit,416,slides,406,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】一覧表（いちらんひょう） の意味として最も適切なものはどれか。"
jit,417,slides,407,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】次のベトナム語の用語を日本語に直しなさい。 giao thức mạng"
jit,418,slides,408,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】次のベトナム語の用語を日本語に直しなさい。 phần mềm ứng dụng"
jit,423,slides,413,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】出力結果（しゅつりょくけっか） の意味として最も適切なものはどれか。"
jit,424,slides,414,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】オリジネータ（originator） の意味として最も適切なものはどれか。"
jit,425,slides,415,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】匿名（とくめい） の意味として最も適切なものはどれか。"
jit,426,slides,416,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】電子マネー（でんし money） の意味として最も適切なものはどれか。"
jit,427,slides,417,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】BtoC 企業対消費者（Business to Consumer きぎょうたいしょうひしゃ） の意味として最も適切なものはどれか。"
jit,428,slides,418,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】受注（じゅちゅう） の意味として最も適切なものはどれか。"
jit,429,slides,419,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】電子商取引（でんししょうとりひき） の意味として最も適切なものはどれか。"
jit,430,slides,420,P0,"banned_phrase;filler_phrase;domain_placeholder_shell","【専門用語】次のベトナム語の用語を日本語に直しなさい。 thương mại tốc độ ánh sáng"
jit,437,slides,427,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】認証（にんしょう） の意味として最も適切なものはどれか。"
jit,438,slides,428,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】復元する（ふくげんする） の意味として最も適切なものはどれか。"
jit,439,slides,429,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】秘密鍵（ひみつかぎ） の意味として最も適切なものはどれか。"
jit,440,slides,430,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】秘密鍵方式（ひみつかぎほうしき） の意味として最も適切なものはどれか。"
jit,441,slides,431,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】錠（じょう） の意味として最も適切なものはどれか。"
jit,442,slides,432,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】当人（とうにん） の意味として最も適切なものはどれか。"
jit,443,slides,433,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】古典的（こてんてき） の意味として最も適切なものはどれか。"
jit,444,slides,434,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】デジタル証明書（digital しょうめいしょ） の意味として最も適切なものはどれか。"
jit,452,slides,442,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】パターンファイル（pattern file） の意味として最も適切なものはどれか。"
jit,453,slides,443,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】踏み台（ふみだい） の意味として最も適切なものはどれか。"
jit,454,slides,444,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】悪用する（あくようする） の意味として最も適切なものはどれか。"
jit,455,slides,445,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】即座に（そくざに） の意味として最も適切なものはどれか。"
jit,456,slides,446,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】挙動（きょどう） の意味として最も適切なものはどれか。"
jit,457,slides,447,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】不正侵入（ふせいしんにゅう） の意味として最も適切なものはどれか。"
jit,458,slides,448,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】thời gian trung bình để sửa chữa（55） の意味として最も適切なものはどれか。"
jit,459,slides,449,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】信頼度成長曲線（しんらいどせいちょう きょくせん） の意味として最も適切なものはどれか。"
jit,469,slides,459,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】出力装置（しゅつりょくそうち） の意味として最も適切なものはどれか。"
jit,470,slides,460,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】クロック（clock） の意味として最も適切なものはどれか。"
jit,471,slides,461,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】グラフィックプロセッサ（graphic processor） の意味として最も適切なものはどれか。"
jit,472,slides,462,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】チップセット（chip set） の意味として最も適切なものはどれか。"
jit,473,slides,463,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】USB（Universal System Bus） の意味として最も適切なものはどれか。"
jit,474,slides,464,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】基板（きばん） の意味として最も適切なものはどれか。"
jit,475,slides,465,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】演算装置（えんざんそうち） の意味として最も適切なものはどれか。"
jit,476,slides,466,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】整数（せいすう） の意味として最も適切なものはどれか。"
jit,477,slides,467,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】次のベトナム語の用語を日本語に直しなさい。 cung từ"
jit,478,slides,468,P0,"banned_phrase;filler_phrase;domain_placeholder_shell","【専門用語】次のベトナム語の用語を日本語に直しなさい。 解像度"
jit,485,slides,475,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】余る（あまる） の意味として最も適切なものはどれか。"
jit,486,slides,476,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】削る（けずる） の意味として最も適切なものはどれか。"
jit,487,slides,477,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】ダイオード（diode） の意味として最も適切なものはどれか。"
jit,488,slides,478,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】半導体（はんどうたい） の意味として最も適切なものはどれか。"
jit,489,slides,479,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】電球（でんきゅう） の意味として最も適切なものはどれか。"
jit,490,slides,480,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】発光ダイオード LED（はっこう diode Light Emitting Diode） の意味として最も適切なものはどれか。"
jit,491,slides,481,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】論理積（ろんりせき） の意味として最も適切なものはどれか。"
jit,492,slides,482,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】論理素子（ろんりそし） の意味として最も適切なものはどれか。"
jit,500,slides,490,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】基数（きすう） の意味として最も適切なものはどれか。"
jit,501,slides,491,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】16 進数（じゅうろくしんすう） の意味として最も適切なものはどれか。"
jit,502,slides,492,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】書き並べる（かきならべる） の意味として最も適切なものはどれか。"
jit,503,slides,493,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】10 進数（じっしんすう） の意味として最も適切なものはどれか。"
jit,504,slides,494,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】合計する（ごうけいする） の意味として最も適切なものはどれか。"
jit,505,slides,495,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】テイラー展開（Taylor てんかい） の意味として最も適切なものはどれか。"
jit,506,slides,496,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】加減乗除（かげんじょうじょ） の意味として最も適切なものはどれか。"
jit,507,slides,497,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】余り（あまり） の意味として最も適切なものはどれか。"
jit,517,slides,507,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】性能（せいのう） の意味として最も適切なものはどれか。"
